Atmospheric.Condition,Roadway,Person.Type,Drug.Involvement,Race,Gender,Injury.Severity,region,Fatalities.in.crash,Alcohol.Results,agenew1,age_cat
Rain,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0,49,41-50
Cloudy,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,2,0,22,16-25
Cloudy,Rural-Principal Arterial-Interstate,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,2,0,34,31-40
Clear,Rural-Minor Collector,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),Northeast,1,0,48,41-50
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,1,0,50,41-50
Cloudy,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,Unknown,All other races,Male,Fatal Injury (K),South,1,0.39,28,26-30
Cloudy,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),West,1,0,30,26-30
Rain,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Yes,White,Female,Fatal Injury (K),South,1,0,56,51-60
Clear,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Not Reported,\N,Female,Fatal Injury (K),South,1,0,53,51-60
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),West,1,0,35,31-40
Clear,Rural-Principal Arterial-Other,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0,24,16-25
Cloudy,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),West,1,0,81,61+
Cloudy,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0,76,61+
Unknown,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,2,0.17,43,41-50
Rain,Urban-Collector,Driver of a Motor Vehicle In-Transport,Not Reported,\N,Male,Fatal Injury (K),West,1,0.15,22,16-25
Clear,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,Unknown,Hawaiian (includes Part-Hawaiian),Male,Fatal Injury (K),West,1,0.03,21,16-25
Rain,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0,20,16-25
Clear,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,Japanese,Female,Fatal Injury (K),West,1,0.22,32,31-40
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),Northeast,1,0.15,45,41-50
Clear,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Not Reported,Chinese,Female,Fatal Injury (K),Northeast,1,0.03,53,51-60
Clear,Rural-Principal Arterial-Other,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),West,2,0,19,16-25
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,2,0,21,16-25
Snow,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),South,1,0,42,41-50
Clear,Urban-Principal Arterial-Other Freeways or Expressways,Driver of a Motor Vehicle In-Transport,Yes,\N,Male,Fatal Injury (K),West,1,0,34,31-40
Clear,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,Yes,Black,Male,Fatal Injury (K),South,1,0,34,31-40
Rain,Rural-Minor Collector,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),South,1,0,17,16-25
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),South,1,0,59,51-60
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0,22,16-25
Clear,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),Northeast,1,0,88,61+
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),Northeast,1,0,69,61+
Snow,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),West,1,0,54,51-60
Rain,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,1,0,19,16-25
Clear,Urban-Collector,Driver of a Motor Vehicle In-Transport,No,\N,Female,Fatal Injury (K),West,2,0,22,16-25
Clear,Urban-Collector,Passenger of a Motor Vehicle In-Transport,No,\N,Male,Fatal Injury (K),West,2,0,23,16-25
Clear,Urban-Minor Arterial,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),Northeast,1,0,92,61+
Clear,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0,49,41-50
Clear,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),South,1,0,34,31-40
Snow,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),Northeast,1,0,31,31-40
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),West,1,0,24,16-25
Clear,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Yes,White,Female,Fatal Injury (K),Northeast,1,0,41,41-50
Clear,Rural-Principal Arterial-Other,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),West,1,0,29,26-30
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,1,0,19,16-25
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),Northeast,1,0,66,61+
Cloudy,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0.24,53,51-60
Clear,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),West,1,0,45,41-50
Cloudy,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),Northeast,1,0,53,51-60
Clear,Rural-Principal Arterial-Other,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0,21,16-25
Clear,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),West,1,0,65,61+
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0,61,61+
Clear,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),Northeast,1,0.12,45,41-50
Clear,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0.34,29,26-30
Clear,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0,25,16-25
Rain,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),South,1,0,75,61+
Cloudy,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Yes,White,Female,Fatal Injury (K),West,1,0,35,31-40
Clear,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Fatal Injury (K),West,1,0,24,16-25
Clear,Rural-Minor Arterial,Passenger of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),West,1,0,54,51-60
Cloudy,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),South,1,0.1,57,51-60
Clear,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,Unknown,Filipino,Male,Fatal Injury (K),West,1,0,23,16-25
Clear,Rural-Principal Arterial-Other,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),South,2,0,42,41-50
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),South,1,0.28,52,51-60
Clear,Rural-Minor Collector,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0.21,50,41-50
Rain,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,\N,Male,Fatal Injury (K),Northeast,1,0,88,61+
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Yes,Black,Male,Fatal Injury (K),South,1,0.18,64,61+
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0,17,16-25
Cloudy,Urban-Collector,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),Northeast,1,0,62,61+
Rain,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),West,1,0,53,51-60
Rain,Rural-Unknown Rural,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0,46,41-50
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0,28,26-30
Clear,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),Northeast,1,0,23,16-25
Clear,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),South,1,0,37,31-40
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),West,1,0,81,61+
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),South,1,0,21,16-25
Clear,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),Northeast,1,0,67,61+
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0,39,31-40
Clear,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Unknown,Black,Male,Fatal Injury (K),South,1,0.02,38,31-40
Cloudy,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,No,Unknown,Female,Fatal Injury (K),South,1,0,66,61+
Clear,Urban-Collector,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,1,0.07,19,16-25
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),West,1,0,80,61+
Cloudy,Rural-Principal Arterial-Interstate,Passenger of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),West,1,0,30,26-30
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,1,0,59,51-60
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0,18,16-25
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Unknown,American Indian (includes Aleuts and Eskimos),Female,Fatal Injury (K),South,1,0.13,19,16-25
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),West,1,0,18,16-25
Clear,Rural-Major Collector,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),South,2,0,33,31-40
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),South,2,0.21,48,41-50
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0,34,31-40
Rain,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0,37,31-40
Rain,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Yes,Black,Male,Fatal Injury (K),South,1,0.01,27,26-30
Clear,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),West,2,0.2,25,16-25
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0,29,26-30
"Fog, Smog, Smoke",Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,1,0.2,45,41-50
Cloudy,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),South,1,0,65,61+
Clear,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),Northeast,1,0,89,61+
Clear,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),West,1,0,60,51-60
Clear,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,Yes,Black,Male,Fatal Injury (K),West,1,0.23,37,31-40
Clear,Rural-Minor Collector,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),Northeast,1,0,49,41-50
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),West,1,0,62,61+
Clear,Rural-Principal Arterial-Interstate,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Female,Fatal Injury (K),South,1,0,34,31-40
Clear,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),South,1,0,44,41-50
Snow,Rural-Minor Collector,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),Northeast,1,0.01,68,61+
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),South,1,0,37,31-40
Rain,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),West,1,0,66,61+
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0,68,61+
Clear,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0.18,33,31-40
Clear,Urban-Principal Arterial-Other Freeways or Expressways,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),Northeast,1,0,47,41-50
Cloudy,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Fatal Injury (K),South,2,0,52,51-60
Clear,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,Not Reported,Hawaiian (includes Part-Hawaiian),Male,Fatal Injury (K),West,1,0.08,18,16-25
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0.21,63,61+
Clear,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,1,0,28,26-30
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),Northeast,1,0,30,26-30
Snow,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0,24,16-25
"Sleet, Hail (Freezing Rain or Drizzle)",Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,Black,Female,Fatal Injury (K),South,1,0,23,16-25
Cloudy,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0.22,55,51-60
Cloudy,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,Yes,Black,Male,Fatal Injury (K),West,1,0.07,18,16-25
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),Northeast,2,0.13,21,16-25
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),Northeast,2,0.15,38,31-40
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0,17,16-25
Snow,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),West,1,0.23,53,51-60
Clear,Rural-Minor Collector,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0.08,48,41-50
Clear,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),West,1,0,36,31-40
Clear,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),South,1,0.2,37,31-40
Clear,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0,44,41-50
Clear,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,All other races,Male,Fatal Injury (K),South,1,0,65,61+
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,Black,Female,Fatal Injury (K),South,1,0,35,31-40
Clear,Urban-Collector,Driver of a Motor Vehicle In-Transport,Unknown,\N,Female,Fatal Injury (K),West,1,0,25,16-25
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0,86,61+
Clear,Urban-Local Road or Street,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),Northeast,1,0.05,17,16-25
Clear,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),South,1,0.1,44,41-50
"Fog, Smog, Smoke",Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,1,0.21,52,51-60
Cloudy,Urban-Principal Arterial-Other Freeways or Expressways,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),South,1,0,29,26-30
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),Northeast,1,0,69,61+
Cloudy,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,\N,Male,Fatal Injury (K),Northeast,1,0,18,16-25
"Sleet, Hail (Freezing Rain or Drizzle)",Rural-Principal Arterial-Other,Passenger of a Motor Vehicle In-Transport,No,Black,Female,Fatal Injury (K),South,1,0,30,26-30
Clear,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),Northeast,1,0,77,61+
Clear,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,1,0,17,16-25
Clear,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),South,1,0,61,61+
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),Northeast,1,0,84,61+
Clear,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,Not Reported,Black,Female,Fatal Injury (K),South,1,0,36,31-40
Cloudy,Urban-Principal Arterial-Other Freeways or Expressways,Driver of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),South,1,0,26,26-30
Clear,Urban-Minor Arterial,Passenger of a Motor Vehicle In-Transport,No,Samoan,Male,Fatal Injury (K),West,2,0,25,16-25
Clear,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),South,1,0,87,61+
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),South,1,0,36,31-40
Rain,Rural-Principal Arterial-Other,Passenger of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),West,1,0,70,61+
Clear,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,Unknown,Black,Male,Fatal Injury (K),South,1,0,41,41-50
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),South,1,0,28,26-30
